	prefix	input_text	target_text
5022	5022	màu áo bến đò đường	1964
5023	5023	chiều trăng bến đò miền	1820
5024	5024	cánh sân chim	1213
5025	5025	cỏ cánh	1965
5026	5026	đời tiếng quê_hương trưa	1060
5027	5027	tiếng sóng	2532
5028	5028	hoa vườn làng vương	1640
5029	5029	đời dòng nắng	355
5030	5030	cau cát vườn vàng	2194
5031	5031	xuân chim mùa vàng lá	1681
5032	5032	chim nắng mắt	37
5033	5033	hồng hoa xuân	871
5034	5034	rừng sương mây trăng vầng	50
5035	5035	tiếng áo quê_hương	238
5036	5036	đời đường bóng	2028
5037	5037	hạt màu	2212
5038	5038	sông dòng	1275
5039	5039	sông dòng quê_hương trưa mắt	1004
5040	5040	gió vàng	1010
5041	5041	vườn đường quê tiếng lá nắng	1792
5042	5042	cánh vườn bến trăng diều	132
5043	5043	đất_trời gió vườn	1416
5044	5044	gió đường quê nắng	702
5045	5045	hương tiếng phố	621
5046	5046	thuyền sương bến đường	1051
5047	5047	chim mưa chiều	1093
5048	5048	lúa xuân đông	873
5049	5049	hoa thuyền bờ bến lá	89
5050	5050	thơ đêm	830
5051	5051	hoa gió mái mây	2388
5052	5052	hoa mây	441
5053	5053	lá làng	2489
5054	5054	đông biển	2444
5055	5055	gió biển hoàng_hôn sóng nắng	743
5056	5056	chiều áo tiếng	2218
5057	5057	thuyền sông quê	510
5058	5058	trăng vàng	193
5059	5059	duyên xuân mắt	2120
5060	5060	hương xuân áo chùa mưa	2541
5061	5061	áo lá	601
5062	5062	lối lá trầu	1788
5063	5063	mây chim tiếng lá mắt	1325
5064	5064	hoa xuân lá	1222
5065	5065	gió sương đường	876
5066	5066	cánh mái trăng đông	2175
5067	5067	hương hoa đường quê vương	77
5068	5068	bến mùa chiều	298
5069	5069	hoa gió hồn	985
5070	5070	gió sương biển sóng	2187
5071	5071	cánh sông chim diều dòng	1365
5072	5072	núi chân bóng	1396
5073	5073	áo bến chiều	369
5074	5074	trăng làng	1822
5075	5075	lúa cánh hè cò trưa hồn	982
5076	5076	hương biển	1293
5077	5077	trăng duyên thơ vàng	1059
5078	5078	tóc sông	886
5079	5079	chiều đêm duyên sóng	87
5080	5080	gió trăng	1751
5081	5081	tiếng mắt	1607
5082	5082	gió thơ mùa tiếng hồn	554
5083	5083	thuyền chim trăng tiếng vầng	2339
5084	5084	gió cánh biển tiếng	2463
5085	5085	hương chiều	1330
5086	5086	gió sương	1273
5087	5087	hè chim tiếng lá	1596
5088	5088	vầng trăng	1931
5089	5089	nắng thơ	2419
5090	5090	màu áo bến đường đò	1964
5091	5091	bóng làng	1040
5092	5092	nắng chiều	2182
5093	5093	lúa lối làng vàng	745
5094	5094	chân sóng quê_hương	1408
5095	5095	đời duyên đò vàng lá	52
5096	5096	sông dòng	1275
5097	5097	mây bến biển	2437
5098	5098	lối biển chiều nắng	1504
5099	5099	hồng gió	210
5100	5100	mây thuyền	2362
5101	5101	cõi chùa hồn	299
5102	5102	sông bờ bến trăng thơ	402
5103	5103	vạt tóc sóng	1501
5104	5104	mắt nắng	494
5105	5105	mái thuyền bến đò mùa đông mưa miền	901
5106	5106	mùa cỏ miền	912
5107	5107	hoa xuân	809
5108	5108	gió cát sông mưa hồn	1244
5109	5109	lưng làng	1561
5110	5110	chim quê nắng	327
5111	5111	đê mùa	44
5112	5112	gió vườn	1416
5113	5113	hồng núi bóng dòng	734
5114	5114	chùa chiều tiếng	2278
5115	5115	mây sông quê	2516
5116	5116	đất_trời nắng	528
5117	5117	gió xuân mùa	841
5118	5118	hồn nắng	393
5119	5119	hoa chim vàng	524
5120	5120	trăng đêm môi	1334
5121	5121	áo đường chùa hoàng_hôn làng miền	590
5122	5122	tóc bến thuyền	29
5123	5123	mái sông dòng	782
5124	5124	núi biển sóng lá	2510
5125	5125	đời đêm miền	2579
5126	5126	gió sông bóng mùa dòng	1494
5127	5127	bờ dòng	62
5128	5128	núi đò sóng	1126
5129	5129	hương xuân sân nắng	1662
5130	5130	vạt chiều bóng	415
5131	5131	mây bờ trăng duyên	5
5132	5132	áo cò mùa	1859
5133	5133	nắng xuân	494
5134	5134	mây gió môi xuân	491
5135	5135	lưng sương mây trăng vầng	50
5136	5136	hồng phượng bóng tiếng miền	1427
5137	5137	lúa hạt sông mưa tiếng	1112
5138	5138	hương sông thơ tiếng	1403
5139	5139	hoàng_hôn bóng	278
5140	5140	hoa mái xuân hè chùa mùa	817
5141	5141	sông hoàng_hôn bóng chiều vàng	1747
5142	5142	bờ sông trăng bến	1421
5143	5143	áo chân hoàng_hôn bóng chiều hồn	664
5144	5144	cau trầu	2581
5145	5145	tóc vai tiếng	2467
5146	5146	gió tóc chiều lá nắng	2073
5147	5147	hoa lối vương trưa nắng	300
5148	5148	hoa xuân	1606
5149	5149	gió trăng mưa mắt	768
5150	5150	thềm sương sông mùa đông chiều sóng nắng	582
5151	5151	cánh cõi dáng cò quê	1624
5152	5152	tiếng vườn mưa	2498
5153	5153	hương gió xuân	433
5154	5154	vườn thơ	1386
5155	5155	chiều sóng	1594
5156	5156	hè tiếng lá	1596
5157	5157	xuân thơ nắng dòng mắt	2098
5158	5158	sông chân bến thơ	2078
5159	5159	sông bờ môi	1897
5160	5160	đời hoa	2583
5161	5161	áo chiều nắng	1768
5162	5162	lưng đời tiếng	2401
5163	5163	thuyền sông trăng duyên thơ bến quê	579
5164	5164	bến mưa sóng	2032
5165	5165	ruộng quê	683
5166	5166	vườn mây ruộng quê mưa nắng	1902
5167	5167	hương đê mái đò làng	2058
5168	5168	rừng bóng	623
5169	5169	đêm tiếng hồn	2160
5170	5170	gió đêm	387
5171	5171	gió xuân	841
5172	5172	lúa hương hạt trăng làng nắng mắt	1801
5173	5173	lưng cánh đời	2527
5174	5174	xuân đường quê vàng nắng	1671
5175	5175	lối mây chân đường nắng	457
5176	5176	gió dáng trăng mưa mắt	768
5177	5177	nắng chiều	2189
5178	5178	sông đời bến dòng	1772
5179	5179	đời đêm miền	2579
5180	5180	vạt cánh xuân biển bóng diều chiều sóng nắng	1660
5181	5181	thuyền sông duyên quê	537
5182	5182	hoa sóng hồn	2157
5183	5183	rừng núi sông đò	665
5184	5184	sương lá trầu	1764
5185	5185	cò nắng	377
5186	5186	lối bóng làng	305
5187	5187	hoa dáng	2535
5188	5188	gió sắc xuân chân mưa	487
5189	5189	cánh quê trưa hồn	1628
5190	5190	rừng nắng	2385
5191	5191	hương lúa vàng	1212
5192	5192	rừng chim làng	944
5193	5193	sương quê làng chiều nắng	575
5194	5194	bến đò dòng	186
5195	5195	đời chiều	2219
5196	5196	hoa lối đường vương nắng	300
5197	5197	thuyền nắng sóng	759
5198	5198	đêm chùa tiếng	1646
5199	5199	vườn dáng quê cỏ lá	930
5200	5200	thềm hoa xuân sông đường dòng	1687
5201	5201	sương trăng vàng	449
5202	5202	hương rừng	2146
5203	5203	cát trăng biển sóng	1260
5204	5204	hoa vườn chim đường	2005
5205	5205	hè mùa vàng nắng	749
5206	5206	lúa đê sóng	1454
5207	5207	lưng đêm mắt	707
5208	5208	tóc áo chiều	1841
5209	5209	đời đường vai	1942
5210	5210	hoa xuân quê	1076
5211	5211	sông đêm trăng vầng	482
5212	5212	hương hoa vườn mùa tiếng cỏ	411
5213	5213	quê làng	1627
5214	5214	đời chiều mắt	1459
5215	5215	cánh thuyền bến cò quê chiều sóng	1888
5216	5216	lúa hương hoa mái cau vàng	1393
5217	5217	gió xuân đời thơ lá	1515
5218	5218	đê cánh lối chân bến đò mưa	852
5219	5219	mưa làng	481
5220	5220	hoa mưa	58
5221	5221	cau tóc mây sương quê_hương	1556
5222	5222	đê cau chân đường mùa làng	1731
5223	5223	bến sông	127
5224	5224	hè chùa quê mùa làng phố	223
5225	5225	mưa nắng	1209
5226	5226	đê đường làng	1924
5227	5227	chim mùa	54
5228	5228	lưng màu	1554
5229	5229	hoàng_hôn bóng	2178
5230	5230	đêm mưa	627
5231	5231	xuân thơ nắng dòng mắt	2098
5232	5232	hồng cánh chiều mắt	644
5233	5233	bờ sông tre	1599
5234	5234	thuyền sông biển trăng quê sóng	1353
5235	5235	gió cánh chiều sương bóng mùa mưa cỏ	2070
5236	5236	chân mưa trưa	2570
5237	5237	thuyền bến chiều	399
5238	5238	bờ chân bến quê hồn	408
5239	5239	lối núi chim mưa chiều tiếng vầng	1379
5240	5240	tóc thuyền mắt	29
5241	5241	phượng sông trầu	906
5242	5242	cò bóng làng tre trưa	200
5243	5243	hoa trăng duyên chiều	2303
5244	5244	gió núi nắng	2287
5245	5245	thuyền biển	1246
5246	5246	diều nắng	1053
5247	5247	tiếng làng	241
5248	5248	hoa dáng	2535
5249	5249	hoa xuân nắng	505
5250	5250	áo chiều tiếng	2218
5251	5251	hoa làng	465
5252	5252	thuyền núi dáng biển hoàng_hôn nắng	266
5253	5253	hương sương vườn bóng	1984
5254	5254	cánh màu chiều tiếng nắng miền	21
5255	5255	biển đông sóng	2420
5256	5256	hương thơ tiếng	1403
5257	5257	lưng núi biển sóng lá	2510
5258	5258	thềm hoa bóng mùa quê_hương	955
5259	5259	làng mưa nắng	1209
5260	5260	hoa sông bến	123
5261	5261	hương gió sắc miền	1492
5262	5262	lối chân quê tre mắt	926
5263	5263	vạt đê lối sông đông	100
5264	5264	hè mưa nắng	741
5265	5265	vạt rừng hè sương quê chiều miền	1875
5266	5266	trăng mưa chiều vương dòng	2205
5267	5267	hương đường chiều nắng	325
5268	5268	gió núi mây sương	894
5269	5269	hoa phố mùa	1883
5270	5270	bờ biển	1769
5271	5271	vườn bóng chiều vàng	2374
5272	5272	xuân chân mắt	59
5273	5273	hoa thơ	2267
5274	5274	đê gió bờ chân chiều cỏ	1324
5275	5275	áo duyên hoàng_hôn cỏ	1299
5276	5276	sương cỏ	854
5277	5277	đời hoàng_hôn	271
5278	5278	sông bờ trăng thơ dòng	1225
5279	5279	sông quê bóng tiếng	657
5280	5280	bờ đêm vai	2465
5281	5281	hè diều vàng trưa	1519
5282	5282	gió đêm trăng	2357
5283	5283	hương hoa đường quê cỏ vương	77
5284	5284	sắc sông thơ quê hồn	375
5285	5285	rừng lưng sương mây trăng vầng	50
5286	5286	rừng gió lá vàng	1483
5287	5287	đêm biển đông	2436
5288	5288	nắng thơ	585
5289	5289	gió tóc chiều lá nắng	2073
5290	5290	trăng tiếng vàng	987
5291	5291	gió tóc chiều nắng	2073
5292	5292	cau trầu	1776
5293	5293	sông bến đêm trăng	1760
5294	5294	diều cánh mắt	431
5295	5295	hoa cánh mưa nắng	2440
5296	5296	tre tiếng	1622
5297	5297	lối sông trăng dòng	262
5298	5298	hương trầu	911
5299	5299	gió hè sông bờ tiếng dòng nắng	149
5300	5300	lưng núi biển sóng lá	2510
5301	5301	hoàng_hôn sương trăng	1783
5302	5302	cát màu bờ	954
5303	5303	gió cánh mưa dòng nắng	192
5304	5304	gió mây sông sóng	1543
5305	5305	hương sông bóng mùa lá nắng	2072
5306	5306	đường mùa	1937
5307	5307	cỏ trăng	2094
5308	5308	gió mùa tiếng hồn mắt	554
5309	5309	đời nắng	790
5310	5310	gió mây trăng	552
5311	5311	hoa gió sông bờ đông chiều	884
5312	5312	hoa xuân chân đường	832
5313	5313	mây đêm nắng	2471
5314	5314	thềm sắc xuân chim	868
5315	5315	cõi xuân	2029
5316	5316	xuân biển quê_hương	1668
5317	5317	lối chân	656
5318	5318	hoa cánh lưng áo cò tiếng	1753
5319	5319	mái chiều đông nắng	2022
5320	5320	làng chiều nắng	509
5321	5321	sông trưa quê_hương dòng mắt	1004
5322	5322	hương gió quê chiều	1563
5323	5323	sương núi nắng	845
5324	5324	sân chùa mùa	762
5325	5325	hồng cánh màu	1371
5326	5326	vạt áo hè vườn chiều vai nắng	956
5327	5327	mây sông sóng	1543
5328	5328	vạt biển hoàng_hôn chiều nắng	2307
5329	5329	thềm sương đêm tiếng vàng lá	539
5330	5330	lối sương	1761
5331	5331	mái sương	206
5332	5332	hương sông bóng mùa tre lá nắng	2072
5333	5333	cánh sóng	1441
5334	5334	sóng đêm	95
5335	5335	hương hoa cánh dáng hoàng_hôn quê miền	2250
5336	5336	hương cát vườn bóng	1984
5337	5337	cát biển sóng	253
5338	5338	chim trăng thơ tiếng nắng	2228
5339	5339	vườn quê làng	1627
5340	5340	lúa trăng sóng	2092
5341	5341	thơ chiều vàng lá nắng	1401
5342	5342	tiếng sân	335
5343	5343	sông bến mùa vàng nắng	910
5344	5344	hương cau	1198
5345	5345	hương gió lá mắt	2504
5346	5346	lúa cánh trăng nắng	60
5347	5347	xuân mùa tiếng nắng	2546
5348	5348	đê bờ đò sóng	168
5349	5349	đêm đường	2162
5350	5350	lá làng nắng	2492
5351	5351	mây gió	1310
5352	5352	xuân mắt	2120
5353	5353	biển thơ quê miền	2064
5354	5354	sông đò nắng	2088
5355	5355	hương quê trầu	911
5356	5356	lối đường chiều	1136
5357	5357	sương trăng biển đêm môi	1023
5358	5358	hương xuân núi	1498
5359	5359	cánh vườn trăng bến quê diều	132
5360	5360	chiều nắng	1675
5361	5361	mây trăng đường hồn	947
5362	5362	biển chiều	2173
5363	5363	sông bến sóng	2130
5364	5364	bờ bến đêm vai	2465
5365	5365	lúa sắc cõi vàng	685
5366	5366	gió dáng mưa mắt	768
5367	5367	cánh cõi vườn đời đất_trời	2421
5368	5368	cánh biển mưa nắng	2361
5369	5369	chiều sông bến mưa sóng	2038
5370	5370	rừng chim	1121
5371	5371	trăng thơ mưa	1845
5372	5372	cánh cò quê làng	61
5373	5373	vàng mây trăng	193
5374	5374	sương đường dòng nắng	1256
5375	5375	bóng chiều	333
5376	5376	hoa đường làng nắng	1926
5377	5377	chim vàng lá	1327
5378	5378	gió mây núi trăng mưa vầng	888
5379	5379	lúa sông mùa mưa vàng nắng	1407
5380	5380	sông dòng	225
5381	5381	hương biển sóng	2386
5382	5382	bến sông	127
5383	5383	đường chiều vai vàng nắng	2082
5384	5384	gió sương nắng	2011
5385	5385	lưng chiều bóng tiếng	1090
5386	5386	lúa cánh	2561
5387	5387	bóng hồn	583
5388	5388	bờ cò dòng	130
5389	5389	lưng sông chiều dòng	523
5390	5390	xuân đường quê	507
5391	5391	hương cánh gió sương sông dòng	1540
5392	5392	hồng hoa xuân vườn mưa nắng	427
5393	5393	lúa lối quê làng	746
5394	5394	quê_hương dòng	731
5395	5395	vàng mây trăng	193
5396	5396	núi chân	479
5397	5397	gió mây trưa nắng	1347
5398	5398	cánh mái đông lá	2175
5399	5399	hoa mây diều mùa nắng	1531
5400	5400	hồng thuyền đời	1109
5401	5401	hương mái xuân quê	2104
5402	5402	gió mái cau chiều	1514
5403	5403	hoa trăng bóng vàng	400
5404	5404	gió sông bến mưa	877
5405	5405	chùa xuân	815
5406	5406	lúa hương gió sông quê mùa dòng	1915
5407	5407	mái đời đêm mùa	376
5408	5408	sông bóng sóng	1262
5409	5409	thềm sương đêm tiếng vàng lá	539
5410	5410	đêm biển duyên chiều sóng	87
5411	5411	bờ đời trăng dòng	413
5412	5412	hương thơ	1258
5413	5413	ruộng sóng	229
5414	5414	hương xuân mây vương dòng nắng	1518
5415	5415	hoa xuân làng	1606
5416	5416	gió môi vàng	1955
5417	5417	áo mây	765
5418	5418	sông bờ bến trăng thơ vầng	402
5419	5419	xuân đường quê đò đông	512
5420	5420	bóng làng mưa nắng	1496
5421	5421	sắc thơ	502
5422	5422	đông biển sóng	202
5423	5423	tóc vai tre	1036
5424	5424	bóng lá	1507
5425	5425	cánh xuân sương	1270
5426	5426	nắng thơ	585
5427	5427	trăng thơ	1508
5428	5428	đê bờ chân chùa tiếng cỏ	1914
5429	5429	gió cánh sông chim diều dòng	1365
5430	5430	gió sương mây	1273
5431	5431	núi nắng	2287
5432	5432	rừng chân đường	787
5433	5433	phượng cỏ	2043
5434	5434	lưng tóc đông	1102
5435	5435	bờ bến đêm	282
5436	5436	thuyền vườn đời sóng dòng	1821
5437	5437	thềm mưa duyên	1562
5438	5438	cát sông dòng	225
5439	5439	gió nắng chiều	466
5440	5440	quê miền	952
5441	5441	rừng lối	540
5442	5442	cánh quê diều lá	1885
5443	5443	ruộng duyên	810
5444	5444	hoàng_hôn bóng	191
5445	5445	mưa chiều	548
5446	5446	hồng xuân phượng sông đời bến đò	382
5447	5447	thuyền bến chiều	399
5448	5448	thềm mùa đông nắng	1295
5449	5449	bến sông trăng	1760
5450	5450	vàng trăng	2106
5451	5451	cánh mây diều	2487
5452	5452	áo mưa lá	643
5453	5453	gió mây mưa	673
5454	5454	vạt gió	1991
5455	5455	gió vườn	261
5456	5456	lưng cánh vàng	2571
5457	5457	xuân mùa	516
5458	5458	sông chiều tiếng dòng	81
5459	5459	hồng hương phượng duyên	1602
5460	5460	áo chiều vàng nắng	1768
5461	5461	hồng hương phượng duyên chiều	1602
5462	5462	cõi xuân hồn	2107
5463	5463	gió mây thơ chiều hồn	2470
5464	5464	bóng trăng	602
5465	5465	chiều bóng	1411
5466	5466	hạt sương	148
5467	5467	quê sân làng	1863
5468	5468	bờ bến vai	2465
5469	5469	hương sông dòng	557
5470	5470	gió trăng	1751
5471	5471	thuyền biển chiều	139
5472	5472	lúa hương cánh đường bóng hoàng_hôn chiều	264
5473	5473	sân hoa	40
5474	5474	hoa cánh xuân màu chiều mắt	1929
5475	5475	sương nắng	2494
5476	5476	chiều bóng	415
5477	5477	đêm quê trưa hồn	1880
5478	5478	hương sương	1962
5479	5479	lúa cò nắng	208
5480	5480	sông bến quê	1499
5481	5481	chùa mùa làng tiếng	1171
5482	5482	thơ môi chiều	519
5483	5483	hương nắng	409
5484	5484	đường bến sông	1149
5485	5485	núi sông	2127
5486	5486	bóng sóng	1461
5487	5487	trăng bến bóng vàng	1787
5488	5488	phượng cỏ	2043
5489	5489	hoa xuân chim	209
5490	5490	vạt hoa bờ sóng	1294
5491	5491	hoa xuân sông trăng bóng chiều	1742
5492	5492	hoa gió	1994
5493	5493	xuân chùa đông chiều lá nắng	1750
5494	5494	mưa thềm duyên	1562
5495	5495	hoa sắc dáng	1641
5496	5496	hoa đường	1538
5497	5497	bóng mây	1323
5498	5498	áo làng cỏ	310
5499	5499	hoa vàng	1490
5500	5500	lưng chân chùa vầng	1993
5501	5501	lúa chân ruộng đời	636
5502	5502	sông đời biển	1950
5503	5503	gió sương vương chiều lá hồn	1035
5504	5504	hoa mây đường	1948
5505	5505	làng trăng nắng	1822
5506	5506	tiếng sân	335
5507	5507	thuyền dáng núi biển hoàng_hôn bóng	266
5508	5508	hương cau	440
5509	5509	gió mây thơ chiều	2470
5510	5510	đò sông	25
5511	5511	chiều nắng	1050
5512	5512	sương chân	425
5513	5513	gió mưa hồn	1105
5514	5514	gió cánh cát bờ biển	694
5515	5515	gió mái cau vườn chiều	1514
5516	5516	vạt quê sắc trưa	1721
5517	5517	chùa mưa	488
5518	5518	thuyền sương bến đường	1051
5519	5519	cánh hè nắng	741
5520	5520	hồng hạt xuân sương chim	511
5521	5521	hương gió lối dáng chiều	1644
5522	5522	tiếng sông cõi hồn	48
5523	5523	thềm gió bờ tiếng	612
5524	5524	hồng núi bóng dòng	734
5525	5525	đời đất_trời dòng nắng	544
5526	5526	cánh vàng dòng mắt	288
5527	5527	cánh thuyền xuân bến	452
5528	5528	hương cát vườn sương bóng	1984
5529	5529	đời đường vai	1942
5530	5530	lúa thuyền chiều lá nắng	391
5531	5531	hương mây bờ sóng	646
5532	5532	sương sân bóng chiều	2223
5533	5533	bờ gió biển sóng	726
5534	5534	hoàng_hôn thơ	285
5535	5535	hoa cau	592
5536	5536	thuyền thơ sóng	1479
5537	5537	gió biển hoàng_hôn chiều sóng	743
5538	5538	làng cau	2318
5539	5539	sông mùa đông	1435
5540	5540	mây đời biển sóng	2447
5541	5541	hồng hương sắc đất_trời	798
5542	5542	hồng hoa cánh tiếng	791
5543	5543	biển mắt	154
5544	5544	mây biển bóng sóng nắng	458
5545	5545	quê mưa	1177
5546	5546	lối chân bến	224
5547	5547	vầng gió nắng chiều	1395
5548	5548	hoa vườn sông bến dòng	2037
5549	5549	gió cõi vườn chim	2586
5550	5550	sông đời bến phố	1805
5551	5551	thuyền dáng núi biển hoàng_hôn bóng nắng	266
5552	5552	cau sông vàng	534
5553	5553	hoàng_hôn bến	1343
5554	5554	gió môi mưa hồn	1105
5555	5555	gió mưa vàng	1010
5556	5556	hương hoa	978
5557	5557	gió biển sóng tiếng	406
5558	5558	lúa đường làng nắng	699
5559	5559	làng duyên	1040
5560	5560	xuân đường quê	507
5561	5561	hoa gió cỏ	2360
5562	5562	gió cánh chiều	2241
5563	5563	hoa xuân chân lá	1222
5564	5564	hè chùa quê mùa làng phố	223
5565	5565	áo cò mùa	1859
5566	5566	lưng làng	2256
5567	5567	sương chân cỏ	425
5568	5568	phượng hè bóng tiếng miền	1427
5569	5569	hoa lối đường vương trưa nắng	300
5570	5570	cánh biển mưa nắng	2361
5571	5571	núi mây	2450
5572	5572	hoa chân	863
5573	5573	quê miền	2199
5574	5574	xuân sương mùa cỏ nắng	450
5575	5575	lối sương	1502
5576	5576	lưng thuyền núi sóng miền	129
5577	5577	hương hoa lối mùa	1118
5578	5578	thềm đêm tiếng vàng lá	539
5579	5579	lúa màu hè tiếng vàng	438
5580	5580	gió núi trăng mưa vầng	888
5581	5581	mưa lá trầu	287
5582	5582	tiếng đường	1860
5583	5583	lúa làng vàng nắng	1378
5584	5584	dáng chiều lá	2235
5585	5585	tiếng thuyền	171
5586	5586	đất_trời quê	785
5587	5587	đất_trời nắng chiều	106
5588	5588	hồn trăng	2451
5589	5589	rừng lưng sương mây trăng	50
5590	5590	rừng vàng lá	1388
5591	5591	đời bóng quê_hương nắng	752
5592	5592	sân trăng mưa	1845
5593	5593	gió cát bờ biển sóng	694
5594	5594	vầng mây nắng chiều	1395
5595	5595	chiều đêm biển sóng	1758
5596	5596	sông biển	84
5597	5597	mây mưa	675
5598	5598	hương sắc	2232
5599	5599	dáng mùa lá	2141
5600	5600	gió bờ đò	1336
5601	5601	lúa đường làng nắng	699
5602	5602	màu sân đời	2136
5603	5603	lưng tóc	1102
5604	5604	cát sông dòng	225
5605	5605	sương bến đường	1051
5606	5606	đò chiều	94
5607	5607	gió bóng vai	1432
5608	5608	thuyền bến miền	1182
5609	5609	gió vườn	261
5610	5610	gió sương chiều vàng vương hồn	1035
5611	5611	đê núi chân bóng quê trưa nắng	597
5612	5612	trăng tiếng vàng	987
5613	5613	hương sóng	1276
5614	5614	lúa sông ruộng mưa vàng nắng	1407
5615	5615	gió bóng mưa	1190
5616	5616	bờ trăng	1943
5617	5617	cau màu lối lá	1629
5618	5618	rừng vàng lá	1388
5619	5619	hương hoa	2184
5620	5620	sông dòng	62
5621	5621	tre tiếng trưa	1985
5622	5622	bờ sông tre	777
5623	5623	hoa màu sương	1803
5624	5624	trăng quê vàng	2499
5625	5625	vạt tre lá nắng	1800
5626	5626	hoa đêm	1268
5627	5627	tiếng quê_hương	319
5628	5628	cánh chim	637
5629	5629	vạt gió đường chiều vàng lá	1308
5630	5630	thềm núi bờ trăng duyên môi phố	1297
5631	5631	gió nắng hồn mắt	669
5632	5632	hoa đời	2427
5633	5633	phượng sắc	812
5634	5634	hạt mây ruộng làng mưa vàng	2306
5635	5635	xuân lối trăng đường	1078
5636	5636	gió chùa làng chiều lá nắng	717
5637	5637	hoa mùa	517
5638	5638	hương nắng	409
5639	5639	bóng mây	1323
5640	5640	cau môi	2163
5641	5641	cát đời hồn	1899
5642	5642	hạt mây ruộng mưa vàng	2306
5643	5643	đường quê_hương	960
5644	5644	tiếng chân đêm	1941
5645	5645	cánh gió chiều sương bóng mùa mưa cỏ mắt	2070
5646	5646	đời cau	440
5647	5647	mái ruộng miền	1287
5648	5648	lối sương bến trăng đêm	1542
5649	5649	hương sắc	2232
5650	5650	đường rừng	2402
5651	5651	chùa mưa	488
5652	5652	hè chùa quê mùa làng phố	223
5653	5653	hoa xuân	871
5654	5654	hương gió xuân	433
5655	5655	mây chiều	1692
5656	5656	hương đê lối sông	999
5657	5657	hoa mùa xuân	175
5658	5658	hương hồn sắc trăng vầng miền	1008
5659	5659	bờ sông môi trầu	1897
5660	5660	cánh phượng quê	82
5661	5661	gió bến hoàng_hôn chiều	1129
5662	5662	cánh sương trăng đêm	977
5663	5663	mây sương trăng vàng	556
5664	5664	làng mưa	818
5665	5665	lưng áo lối hè	2363
5666	5666	lúa hương gió cánh diều	308
5667	5667	lúa hoa cánh mây diều sóng	604
5668	5668	hồng vàng	1651
5669	5669	cánh sông dòng	2382
5670	5670	lưng áo hè nắng	2363
5671	5671	mây đời trăng quê sóng vầng vai	628
5672	5672	bóng quê_hương nắng	752
5673	5673	lúa mây sóng	742
5674	5674	trăng chùa tiếng	2057
5675	5675	mưa thơ	1553
5676	5676	bến đò tiếng dòng	186
5677	5677	lúa mây sóng	742
5678	5678	lưng đêm bóng tiếng	1090
5679	5679	hoa sắc thơ	502
5680	5680	hương gió lá mắt	2504
5681	5681	lối dòng	706
5682	5682	núi sông duyên	1771
5683	5683	gió bến sóng	626
5684	5684	cò bóng làng tre trưa nắng	200
5685	5685	đò sông bến	1876
5686	5686	sắc sông mưa	1428
5687	5687	gió sông đò mưa sóng	1091
5688	5688	gió lối mây trăng	1833
5689	5689	thuyền sông bến	934
5690	5690	hoa sông đường	536
5691	5691	gió dáng trăng mưa	768
5692	5692	trăng đêm quê bóng	1318
5693	5693	lối mây chân đường nắng	457
5694	5694	cau sân trầu	1558
5695	5695	cau màu lá	1629
5696	5696	gió cát sông biển hồn	1244
5697	5697	hoa xuân	1266
5698	5698	mưa nắng	448
5699	5699	hoa chim vàng	524
5700	5700	dáng sông chiều	215
5701	5701	hương mùa hồn	1918
5702	5702	lưng gió mây chiều	924
5703	5703	sông bến	219
5704	5704	lúa hương hạt trăng quê nắng mắt	594
5705	5705	chiều nắng	294
5706	5706	quê sắc	2143
5707	5707	gió bóng vàng lá quê_hương	941
5708	5708	đê chân bóng quê trưa nắng	597
5709	5709	vàng lá áo	601
5710	5710	tiếng lá chim	721
5711	5711	cánh gió bờ bóng diều chiều tiếng	1154
5712	5712	tiếng chim trăng sóng vầng	2339
5713	5713	quê làng mưa nắng	184
5714	5714	hồng gió	35
5715	5715	mưa chiều	2017
5716	5716	đời thơ	1912
5717	5717	quê dáng quê_hương chiều	778
5718	5718	ruộng vai	2370
5719	5719	hương sắc biển đường	230
5720	5720	cõi trăng đường	572
5721	5721	mái bờ chiều	1016
5722	5722	xuân sương bến bóng	2087
5723	5723	tiếng gió nắng	2101
5724	5724	chân bóng chiều mắt	1397
5725	5725	gió quê mùa đông nắng	586
5726	5726	gió bến trăng hoàng_hôn mùa	383
5727	5727	vương thơ	1920
5728	5728	lưng hè chân đường trưa	1597
5729	5729	hương rừng mây núi đường	1973
5730	5730	lúa quê_hương dòng	731
5731	5731	lá mây	1025
5732	5732	mưa làng nắng	1209
5733	5733	gió đường quê	702
5734	5734	sương mây sông bến	2261
5735	5735	đất_trời nắng chiều	106
5736	5736	thềm gió tóc lá miền	1546
5737	5737	trăng thơ vầng	843
5738	5738	cánh vườn lá	1506
5739	5739	gió xuân đời lá	1515
5740	5740	gió tóc bờ vai nắng	1716
5741	5741	đời nắng	790
5742	5742	sương nắng	1224
5743	5743	biển nắng	676
5744	5744	thuyền bến duyên đò	78
5745	5745	đò bến	635
5746	5746	sông môi lá mắt	1331
5747	5747	lưng sông làng mưa tre lá	116
5748	5748	cánh chim quê	327
5749	5749	cánh miền	2491
5750	5750	sương hoa	1620
5751	5751	hoa tóc áo	1636
5752	5752	hương hè vườn chim quê tiếng	390
5753	5753	xuân mùa tiếng nắng	2546
5754	5754	cát bờ biển sóng tiếng	2036
5755	5755	hoa xuân	1595
5756	5756	lúa hồng hương nắng	442
